Age,SSec_Category,Hobby,Education_Duration,Profession,Working_Hours,Investment,Loan,Dependents,Yearly_Breaks,Number_of_Siblings,City,Income,Debt_Paid,Id,Gender_F,Gender_M,Housing_Apartment,Housing_Bungalow,Housing_Condo,Housing_Slum,Housing_Trailer,Housing_Treehouse,Loan Status_Applied,Loan Status_Critical,Loan Status_EMI,Loan Status_In Search,Loan Status_Not Applied,Loan Status_Overdue,Loan Status_Paid,Loan Status_Pending,Marital_Status_Divorced,Marital_Status_Divorced with Children,Marital_Status_Engaged,Marital_Status_Married,Marital_Status_Separated,Marital_Status_Single,Employer_Kind_MNC,Employer_Kind_Self-employed,Employer_Kind_Startup,Country_Canada
20.0,2,13,2.0,7,22.0,614.0,2000.0,4,0,3,22,266104.586,19709,38356,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
59.0,4,9,14.0,11,47.0,20.0,2000.0,1,0,4,38,190903.873,33981,38357,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
61.0,4,15,11.0,3,42.0,20.0,2000.0,2,0,3,38,276018.478,44968,38358,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
57.0,4,9,14.0,11,57.0,20.0,2000.0,1,1,2,38,251875.697,36564,38359,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
50.0,4,11,10.0,0,42.0,7708.0,2000.0,6,0,2,38,245235.943,30076,38363,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
45.0,4,11,10.0,11,57.0,20.0,2000.0,1,1,4,38,301593.947,20959,38364,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
24.0,4,0,7.0,3,77.0,20.0,2000.0,2,1,2,38,192554.08,17528,38368,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
43.0,4,9,14.0,3,52.0,20.0,2000.0,1,1,3,38,163992.084,26187,38371,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
23.0,4,11,10.0,13,42.0,20.0,2000.0,2,1,4,38,191132.385,46260,38372,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
23.0,4,9,14.0,9,0.0,20.0,2000.0,2,1,2,38,312844.247,10806,38374,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
46.0,4,7,13.0,9,40.0,20.0,3902.0,1,1,3,38,321092.576,26765,38375,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
65.0,4,15,11.0,9,22.0,20.0,2000.0,1,0,2,38,113618.392,19682,38377,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
35.0,4,11,10.0,0,42.0,20.0,2000.0,1,0,4,38,221787.034,47579,38378,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
49.0,4,15,11.0,3,32.0,20.0,2000.0,6,0,4,38,200574.937,38567,38379,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
26.0,4,9,14.0,7,0.0,20.0,2000.0,2,1,2,38,266379.24,20877,38381,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
26.0,2,11,10.0,2,50.0,20.0,2000.0,2,0,3,38,139273.093,44246,38382,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
20.0,4,11,10.0,7,42.0,20.0,2000.0,5,0,3,38,75249.04,36842,38383,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
30.0,4,8,12.0,0,42.0,20.0,2000.0,2,0,3,38,248918.979,18403,38384,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33.0,4,15,11.0,9,42.0,20.0,2000.0,4,1,3,38,367841.528,26921,38385,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30.0,4,9,14.0,0,52.0,20.0,2000.0,2,1,2,38,257820.674,27535,38386,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
64.0,4,14,16.0,9,22.0,20.0,2000.0,2,1,4,38,195301.06,43201,38389,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
39.0,4,3,3.0,5,42.0,20.0,3719.0,5,1,4,25,470687.05,12964,38390,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
44.0,4,9,14.0,9,52.0,3123.0,2000.0,1,0,4,38,101914.108,48072,38391,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
37.0,4,15,11.0,3,47.0,20.0,2000.0,1,1,4,38,99746.483,39142,38392,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
49.0,4,7,13.0,9,42.0,20.0,2000.0,6,1,2,38,62602.08,48598,38393,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
24.0,4,15,11.0,9,42.0,20.0,2000.0,2,0,4,38,73152.866,24419,38394,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
51.0,4,11,10.0,8,0.0,20.0,2000.0,2,0,2,38,135045.563,29305,38395,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
28.0,1,11,10.0,4,42.0,20.0,2000.0,5,1,4,38,316622.748,36449,38397,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
16.0,4,11,10.0,7,22.0,20.0,2000.0,4,0,4,38,170878.482,44614,38398,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
42.0,4,14,16.0,9,82.0,20.0,2000.0,1,0,2,38,122816.369,39195,38399,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
54.0,4,12,15.0,9,52.0,20.0,2000.0,1,1,2,38,286195.951,49239,38400,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39.0,4,4,4.0,2,98.0,20.0,2000.0,1,1,3,25,254965.154,34195,38401,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
40.0,4,9,14.0,7,0.0,20.0,2000.0,2,0,4,38,93981.541,14007,38402,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
42.0,4,6,6.0,8,52.0,20.0,2000.0,5,1,3,32,193718.472,22572,38403,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31.0,4,11,10.0,7,42.0,20.0,2000.0,6,1,4,38,80738.307,38627,38404,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
19.0,4,15,11.0,11,42.0,20.0,2000.0,2,1,2,38,43650.31200000001,30791,38406,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
43.0,4,11,10.0,0,42.0,20.0,2000.0,5,0,3,38,277817.709,44670,38407,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
36.0,2,12,15.0,3,0.0,20.0,2000.0,2,0,2,38,61239.941,40284,38409,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
31.0,4,0,7.0,2,42.0,20.0,2000.0,1,0,3,38,154787.669,40437,38410,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
25.0,4,11,10.0,3,47.0,20.0,2000.0,1,1,4,38,134500.473,30948,38411,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
31.0,2,11,10.0,6,42.0,20.0,2000.0,5,0,2,38,265589.68100000004,25489,38412,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36.0,4,9,14.0,3,52.0,20.0,2000.0,5,0,3,38,206563.227,18063,38414,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
34.0,4,11,10.0,3,52.0,20.0,2000.0,1,0,3,38,184349.26,20678,38419,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
28.0,4,15,11.0,11,52.0,20.0,2000.0,2,1,3,38,189527.403,10506,38420,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
37.0,4,11,10.0,3,47.0,2222.0,2000.0,2,1,4,38,123495.865,49495,38421,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
49.0,4,15,11.0,3,42.0,20.0,2000.0,1,1,4,38,67864.51,15760,38422,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
54.0,4,1,8.0,11,57.0,20.0,2000.0,1,0,4,38,158300.348,39714,38424,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47.0,1,9,14.0,11,52.0,20.0,2000.0,1,0,3,23,215264.766,45783,38427,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
38.0,4,11,10.0,9,42.0,20.0,2000.0,1,0,2,38,227199.857,19480,38428,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
21.0,4,15,11.0,12,42.0,20.0,2000.0,3,0,3,38,384729.949,26176,38429,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
42.0,4,12,15.0,9,0.0,20.0,2000.0,5,0,4,38,358175.777,21634,38430,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34.0,4,9,14.0,0,42.0,20.0,2000.0,6,0,3,38,253281.174,38721,38431,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
29.0,4,11,10.0,0,42.0,20.0,2000.0,4,1,3,38,110331.377,30704,38432,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33.0,4,15,11.0,0,40.0,20.0,2000.0,2,0,3,38,189033.808,19399,38434,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
44.0,4,10,17.0,9,42.0,20.0,2000.0,1,1,4,38,345560.74100000004,23457,38436,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
28.0,4,6,6.0,3,42.0,20.0,2000.0,5,0,4,38,216669.115,25600,38439,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
58.0,4,11,10.0,3,29.0,20.0,2000.0,2,0,2,38,285292.896,31637,38440,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.0,4,12,15.0,9,42.0,20.0,2000.0,2,0,4,38,218467.028,28379,38441,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
23.0,4,15,11.0,3,47.0,8634.0,2000.0,2,0,3,38,107377.426,44742,38442,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
25.0,4,9,14.0,3,42.0,20.0,2000.0,6,0,2,38,131942.09,21536,38443,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
57.0,4,12,15.0,9,0.0,20.0,2000.0,2,1,4,38,101667.926,33128,38444,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
16.0,3,2,9.0,7,32.0,20.0,2000.0,4,1,3,38,99694.895,46903,38445,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
39.0,4,11,10.0,2,42.0,20.0,2000.0,1,1,4,38,241905.119,10001,38448,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.0,4,11,10.0,9,34.0,20.0,2000.0,3,1,2,38,304585.433,39007,38449,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
34.0,4,9,14.0,11,42.0,20.0,2000.0,2,1,2,18,584666.876,36270,38450,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
42.0,4,9,14.0,4,0.0,15044.0,2000.0,1,0,3,38,83231.808,38215,38451,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
34.0,4,15,11.0,0,42.0,20.0,2000.0,4,0,4,38,331548.812,30381,38452,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
30.0,4,7,13.0,5,62.0,5033.0,2000.0,1,1,4,38,223284.641,10222,38453,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
56.0,4,8,12.0,9,47.0,20.0,2000.0,5,0,3,38,223106.903,35338,38455,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
17.0,2,15,11.0,9,32.0,20.0,2000.0,4,0,3,38,195223.803,34241,38457,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37.0,4,11,10.0,2,0.0,20.0,2000.0,5,0,3,38,200041.764,32947,38458,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
63.0,4,11,10.0,2,42.0,1868.0,2000.0,2,1,2,38,262587.992,32347,38459,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
27.0,4,15,11.0,12,22.0,20.0,2000.0,6,1,3,38,251587.566,22292,38460,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
20.0,4,11,10.0,9,42.0,20.0,2000.0,5,0,2,38,146009.857,27123,38461,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
30.0,4,9,14.0,7,42.0,20.0,2000.0,1,1,3,38,125996.346,19790,38464,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28.0,4,11,10.0,0,0.0,20.0,2000.0,6,0,3,38,204053.256,39105,38465,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
36.0,4,9,14.0,0,42.0,20.0,2000.0,2,0,2,38,138710.745,32712,38466,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
23.0,4,15,11.0,2,42.0,20.0,2000.0,1,1,4,38,177197.85199999996,18492,38467,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
39.0,4,9,14.0,3,42.0,20.0,2000.0,1,1,2,38,115231.619,38804,38468,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29.0,2,11,10.0,12,42.0,20.0,2000.0,5,0,4,38,174712.466,35994,38469,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
34.0,4,5,5.0,4,0.0,20.0,2000.0,1,1,4,38,183922.826,16477,38472,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15.0,4,0,7.0,7,18.0,20.0,2000.0,4,0,4,38,83742.232,48220,38473,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
23.0,4,9,14.0,11,42.0,20.0,2000.0,4,0,3,38,211308.182,21079,38476,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
35.0,4,7,13.0,3,47.0,20.0,2000.0,2,1,2,38,93503.944,27226,38478,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
40.0,4,15,11.0,2,0.0,20.0,2000.0,1,0,4,38,453550.404,25964,38479,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29.0,4,9,14.0,9,42.0,20.0,2000.0,2,0,4,38,312092.672,42545,38480,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30.0,4,2,9.0,11,47.0,20.0,3762.0,2,1,2,38,163249.527,23270,38481,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
44.0,4,11,10.0,13,62.0,20.0,2000.0,1,1,3,38,32390.499,21584,38482,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
43.0,4,9,14.0,0,40.0,20.0,2000.0,1,1,2,38,151056.481,27899,38484,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
17.0,4,15,11.0,7,22.0,20.0,2000.0,4,1,2,38,135782.039,10114,38485,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
36.0,4,7,13.0,7,0.0,20.0,2000.0,4,1,4,38,219322.662,22500,38486,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
31.0,4,8,12.0,0,42.0,20.0,2000.0,5,1,3,38,182060.924,28040,38488,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
53.0,4,6,6.0,11,60.0,20.0,2000.0,1,0,2,38,156300.396,44528,38489,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
20.0,4,15,11.0,0,38.0,20.0,2000.0,4,0,4,38,231309.973,33360,38492,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
57.0,1,12,15.0,9,0.0,20.0,2000.0,1,1,2,29,200832.03,43693,38493,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
34.0,4,9,14.0,9,52.0,20.0,2000.0,1,1,2,38,41304.342,29719,38494,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
19.0,4,7,13.0,9,38.0,20.0,2000.0,2,1,2,38,140957.851,12831,38496,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
63.0,4,15,11.0,9,47.0,20.0,2000.0,1,0,2,38,489147.381,40190,38497,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
27.0,4,9,14.0,3,52.0,20.0,2000.0,3,0,2,38,74168.683,40988,38498,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
18.0,4,15,11.0,13,0.0,20.0,2000.0,2,1,4,38,189503.33,28196,38500,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
30.0,4,15,11.0,6,42.0,20.0,2000.0,1,1,4,38,104880.066,49307,38502,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
53.0,4,8,12.0,3,50.0,20.0,2000.0,1,0,4,38,273457.65,48394,38505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
35.0,2,7,13.0,10,0.0,20.0,2000.0,2,0,3,38,79427.146,24222,38507,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
21.0,4,11,10.0,2,42.0,20.0,2000.0,4,1,4,38,228345.922,19598,38508,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
43.0,4,15,11.0,0,40.0,20.0,2000.0,2,1,3,38,184058.228,36914,38509,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
40.0,4,10,17.0,9,101.0,20.0,2000.0,2,1,2,38,339371.765,23541,38510,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
28.0,4,9,14.0,3,42.0,7318.0,2000.0,1,0,2,38,381394.3,17288,38512,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
23.0,4,9,14.0,9,37.0,20.0,2000.0,4,0,3,7,194489.561,12981,38513,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
18.0,4,11,10.0,7,40.0,20.0,2000.0,2,1,2,38,181507.576,25767,38516,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
25.0,4,11,10.0,6,42.0,20.0,2000.0,1,1,2,38,205207.663,27699,38517,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
18.0,4,15,11.0,9,37.0,20.0,2000.0,4,0,3,38,192771.552,29765,38518,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
52.0,4,6,6.0,6,0.0,20.0,3902.0,1,1,4,38,128334.292,14096,38521,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
20.0,4,0,7.0,5,42.0,20.0,2000.0,1,0,4,38,210602.515,38080,38523,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
37.0,4,15,11.0,11,42.0,20.0,2000.0,4,0,2,38,157432.408,35286,38524,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
21.0,4,15,11.0,0,27.0,20.0,2000.0,4,1,2,38,210743.964,15747,38525,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
18.0,4,15,11.0,5,42.0,20.0,2000.0,4,0,3,38,123583.623,30319,38526,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
17.0,4,15,11.0,7,20.0,20.0,2000.0,4,0,4,38,159954.384,38728,38527,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
22.0,4,8,12.0,3,0.0,20.0,2000.0,4,1,3,38,195315.478,38766,38528,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36.0,4,15,11.0,7,42.0,20.0,2000.0,2,1,2,38,103045.435,43678,38530,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
32.0,4,15,11.0,12,42.0,20.0,2000.0,2,1,4,38,151341.09900000002,49579,38531,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
37.0,1,15,11.0,12,37.0,20.0,2000.0,1,1,2,18,72778.50099999999,30571,38532,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
38.0,4,8,12.0,9,42.0,20.0,2000.0,4,1,2,38,91064.964,33558,38533,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
43.0,4,9,14.0,3,47.0,20.0,2000.0,1,0,3,38,190057.942,28574,38534,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
19.0,2,11,10.0,7,0.0,20.0,2000.0,3,1,4,38,315604.984,48605,38535,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
47.0,4,10,17.0,12,42.0,7450.0,2000.0,5,0,2,38,130154.605,47199,38536,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42.0,4,11,10.0,13,42.0,20.0,2000.0,1,1,4,38,75640.834,48520,38537,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
40.0,4,9,14.0,3,42.0,20.0,2000.0,1,0,4,38,226154.428,16802,38539,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
47.0,4,1,8.0,2,42.0,2194.0,2000.0,2,1,4,38,108456.087,47451,38540,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
49.0,4,11,10.0,13,42.0,20.0,2000.0,1,1,3,38,172021.22600000002,24073,38541,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
23.0,4,15,11.0,3,77.0,20.0,2000.0,4,1,4,38,169026.84699999998,21605,38544,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21.0,4,11,10.0,7,42.0,20.0,2000.0,4,0,4,38,101524.826,11239,38546,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
35.0,4,11,10.0,7,42.0,20.0,2000.0,1,1,2,38,68758.855,42417,38547,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20.0,4,9,14.0,9,12.0,20.0,2000.0,2,0,3,38,41058.718,29793,38548,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
22.0,4,11,10.0,5,42.0,614.0,2000.0,4,0,3,38,597297.736,39076,38550,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
60.0,4,11,10.0,9,42.0,20.0,2000.0,1,1,4,38,189134.812,13814,38551,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29.0,0,15,11.0,7,42.0,20.0,2000.0,2,0,2,38,306610.355,16879,38555,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
15.0,4,1,8.0,11,0.0,20.0,2000.0,4,1,2,38,94562.81,18339,38556,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21.0,4,15,11.0,5,42.0,20.0,2000.0,4,1,2,38,38449.161,13350,38557,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
